date,time,method,puzzle,discoveredSolution,identical,providedSolution
2023-11-19,21:24:54,R&B,090064007635209408041000602000348000800000001020000580500920074079001820012007000,298164357635279418741835692157348269863592741924716583586923174379451826412687935,True,298164357635279418741835692157348269863592741924716583586923174379451826412687935
2023-11-19,21:24:54,R&B,007600014001000008080007200002009000910730540000150607200571400109200000500006120,327685914691324758485917236752469381916738542843152697238571469169243875574896123,True,327685914691324758485917236752469381916738542843152697238571469169243875574896123
2023-11-19,21:24:54,R&B,006107300070065100050490026900000503823579004007346002045081037231700960009600451,496127385372865149158493726964218573823579614517346892645981237231754968789632451,True,496127385372865149158493726964218573823579614517346892645981237231754968789632451
2023-11-19,21:24:54,R&B,089002006230005000045809001003004900750291080900003040470008209092000038368907010,189432576237615894645879321813764952754291683926583147471358269592146738368927415,True,189432576237615894645879321813764952754291683926583147471358269592146738368927415
2023-11-19,21:24:54,R&B,800070004000004710004205030003651027100302000200090003600509040300108609410060082,831976254592834716764215938943651827176382495258497163687529341325148679419763582,True,831976254592834716764215938943651827176382495258497163687529341325148679419763582
2023-11-19,21:24:54,R&B,940050180100000076005010004300560002408301060700000000200003000093200600000186230,947652183182439576635718924319567842428391765756824391261973458893245617574186239,True,947652183182439576635718924319567842428391765756824391261973458893245617574186239
2023-11-19,21:24:54,R&B,090400512800000007070531000000000673000380009302769058020004030030800205000093780,693478512851926347274531896985142673167385429342769158728654931439817265516293784,True,693478512851926347274531896985142673167385429342769158728654931439817265516293784
2023-11-19,21:24:54,R&B,300500410284300506170090830000140050000000000402000901500007109060920074007000620,396582417284371596175694832739146258618259743452738961523467189861925374947813625,True,396582417284371596175694832739146258618259743452738961523467189861925374947813625
2023-11-19,21:24:54,R&B,261700305000026001750803600000100203000062900407098000093007400642001030008000569,261749385834526791759813624986175243315462978427398156593687412642951837178234569,True,261749385834526791759813624986175243315462978427398156593687412642951837178234569
2023-11-19,21:24:54,R&B,005200040802400001000091032001700903520000704730002000043050008968104300057800010,315278649892463571476591832681745923529316784734982165143657298968124357257839416,True,315278649892463571476591832681745923529316784734982165143657298968124357257839416
2023-11-19,21:24:54,R&B,000782540078503019002100000805400007010300000704050000200000060001030970003000802,169782543478563219352194786835421697916378425724659138297845361581236974643917852,True,169782543478563219352194786835421697916378425724659138297845361581236974643917852
2023-11-19,21:24:54,R&B,780000296160059034003602015006720950020900480074080362009246000000007040040000023,785431296162859734493672815836724951521963487974185362319246578258317649647598123,True,785431296162859734493672815836724951521963487974185362319246578258317649647598123
2023-11-19,21:24:54,R&B,748050001001700000600008037010060000960001004853240700100002000500194380230587069,748953621391726548625418937417865293962371854853249716189632475576194382234587169,True,748953621391726548625418937417865293962371854853249716189632475576194382234587169
2023-11-19,21:24:54,R&B,007300019210000000934060205001000076002000034046053801000029703070430100000070600,657382419218594367934761285391248576582617934746953821165829743879436152423175698,True,657382419218594367934761285391248576582617934746953821165829743879436152423175698
2023-11-19,21:24:54,R&B,000000007649000038100030049860005003907063850004980000200094760490007005750020000,328649517649751238175238649862175493917463852534982176283594761496817325751326984,True,328649517649751238175238649862175493917463852534982176283594761496817325751326984
2023-11-19,21:24:54,R&B,001000746970043000400050089010500000800219070205870400020497100000362950600000000,351928746978643521462751389716534892834219675295876413523497168187362954649185237,True,351928746978643521462751389716534892834219675295876413523497168187362954649185237
2023-11-19,21:24:54,R&B,097284001021790380005003200002000050074060000103027046709801603008006000406900000,397284561621795384845613279962438157574169832183527946759841623218376495436952718,True,397284561621795384845613279962438157574169832183527946759841623218376495436952718
2023-11-19,21:24:54,R&B,620000000009003000100680000507009300090000020010475000070024800045700090000098050,628957134759143682134682579587269341496831725312475968973524816845716293261398457,True,628957134759143682134682579587269341496831725312475968973524816845716293261398457
2023-11-19,21:24:54,R&B,700000402019200370030000095080370904002610000903008650000007009090102583000890100,768953412519284376234761895186375924452619738973428651841537269697142583325896147,True,768953412519284376234761895186375924452619738973428651841537269697142583325896147
2023-11-19,21:24:54,R&B,047205983032800500065000000018072059350001020270590010020730008604000237783906000,147265983932847561865319472418672359359481726276593814521734698694158237783926145,True,147265983932847561865319472418672359359481726276593814521734698694158237783926145
2023-11-19,21:24:54,R&B,137286050020035081859714600960007100710350800503162900208070396390020047075400200,137286459426935781859714623962847135714359862583162974248571396391628547675493218,True,137286459426935781859714623962847135714359862583162974248571396391628547675493218
2023-11-19,21:24:54,R&B,635100428001006537000543069468025003150407002200030000020650000506002084310008056,635179428941286537782543169468925713153467892297831645829654371576312984314798256,True,635179428941286537782543169468925713153467892297831645829654371576312984314798256
2023-11-19,21:24:54,R&B,000084307008300495070209060403000058650038040780005906005070080007543009940816000,596184327218367495374259861423691758659738142781425936135972684867543219942816573,True,596184327218367495374259861423691758659738142781425936135972684867543219942816573
2023-11-19,21:24:54,R&B,000346750407000061000000904030090428092600105040520609050478093200000040000902507,918346752427859361563217984635791428792684135841523679156478293279135846384962517,True,918346752427859361563217984635791428792684135841523679156478293279135846384962517
2023-11-19,21:24:54,R&B,000132906039075820012090507070060083908000005000508609800007300700400002240000798,587132946439675821612894537175269483968743215324518679851927364793486152246351798,True,587132946439675821612894537175269483968743215324518679851927364793486152246351798
2023-11-19,21:24:54,R&B,086001420500002610100580090718604209200005001400010000020060073007103984000008000,386971425579342618142586397718634259263895741495217836821469573657123984934758162,True,386971425579342618142586397718634259263895741495217836821469573657123984934758162
2023-11-19,21:24:54,R&B,348670000002040000056000203271086000083200070000705120060001302109400860825360017,348672951912543786756198243271986534583214679694735128467851392139427865825369417,True,348672951912543786756198243271986534583214679694735128467851392139427865825369417
2023-11-19,21:24:54,R&B,059012000000350020080090017004000208005680300000903000300000000508000740400005031,659712483741358926283496517934571268125684379876923154312847695568139742497265831,True,659712483741358926283496517934571268125684379876923154312847695568139742497265831
2023-11-19,21:24:54,R&B,000940510103005740090030082010072030004693120702401960340050296200009854908004300,827946513163825749495137682619572438584693127732481965341758296276319854958264371,True,827946513163825749495137682619572438584693127732481965341758296276319854958264371
2023-11-19,21:24:54,R&B,008000000600050170020006034201600000004027906050000000000705002865200090400900008,918374625643852179527196834291638547384527916756419283139785462865243791472961358,True,918374625643852179527196834291638547384527916756419283139785462865243791472961358
2023-11-19,21:24:55,R&B,070090500000000000005000798000007029500620100003019675600008050854900010710005000,371894562968752431425361798146587329597623184283419675632148957854976213719235846,True,371894562968752431425361798146587329597623184283419675632148957854976213719235846
2023-11-19,21:24:55,R&B,040517026000002840602003005261074090359080000000951030000000089000409761000120403,948517326513692847672843915261374598359286174487951632134765289825439761796128453,True,948517326513692847672843915261374598359286174487951632134765289825439761796128453
2023-11-19,21:24:55,R&B,041608090000250460200409800700090000629584070010000056102075040490001028380002017,541638792938257461276419835753196284629584173814723956162875349497361528385942617,True,541638792938257461276419835753196284629584173814723956162875349497361528385942617
2023-11-19,21:24:55,R&B,609247080250908000840003000060030000002700060005604007900076851100050070504000093,639247185251968734847513926768132549412795368395684217923476851186359472574821693,True,639247185251968734847513926768132549412795368395684217923476851186359472574821693
2023-11-19,21:24:55,R&B,081000700000070510000600893948103005150927080067508109000006020700230460600480300,581392746396874512472615893948163275153927684267548139834756921715239468629481357,True,581392746396874512472615893948163275153927684267548139834756921715239468629481357
2023-11-19,21:24:55,R&B,374600000060412007205070000002506410001207003503190720000761395057020060100080074,374659182869412537215873649792536418681247953543198726428761395957324861136985274,True,374659182869412537215873649792536418681247953543198726428761395957324861136985274
2023-11-19,21:24:55,R&B,005604703006800241401300509050070030300458002102936854003060428947080010628000090,295614783736895241481327569854172936369458172172936854513769428947283615628541397,True,295614783736895241481327569854172936369458172172936854513769428947283615628541397
2023-11-19,21:24:55,R&B,763859012021006800805024006032700500507240063000000087000507008050963704370402090,763859412421376859895124376632798541587241963914635287249517638158963724376482195,True,763859412421376859895124376632798541587241963914635287249517638158963724376482195
2023-11-19,21:24:55,R&B,930607140401500760000000300006980500700365214004070986843001020567243891102800470,935627148421538769678419352216984537789365214354172986843791625567243891192856473,True,935627148421538769678419352216984537789365214354172986843791625567243891192856473
2023-11-19,21:24:55,R&B,980300100000208067027104058392005076800900405400807003000043009003729681200501004,985376142134258967627194358392415876876932415451867293718643529543729681269581734,True,985376142134258967627194358392415876876932415451867293718643529543729681269581734
2023-11-19,21:24:55,R&B,070026400046890070951403800009740006000065000507100000704209050135600004690004081,873526419246891375951473862319748526428965137567132948784219653135687294692354781,True,873526419246891375951473862319748526428965137567132948784219653135687294692354781
2023-11-19,21:24:55,R&B,030089050809524013245000987500100009401007500090800000012400090000608301000000706,136789254879524613245316987568132479421967538397845162612473895754698321983251746,True,136789254879524613245316987568132479421967538397845162612473895754698321983251746
2023-11-19,21:24:55,R&B,700000019820000006400075000019428060007090300064003908003847090900000634000009070,735682419821934756496175283319428567287596341564713928653847192978251634142369875,True,735682419821934756496175283319428567287596341564713928653847192978251634142369875
2023-11-19,21:24:55,R&B,010300000000750040850160002000007520005001076406500901007200050000846030040900000,714329865269758143853164792138697524925481376476532981687213459591846237342975618,True,714329865269758143853164792138697524925481376476532981687213459591846237342975618
2023-11-19,21:24:55,R&B,000002006007006150043000009005008010000000000000740605400001800020980507008054060,581492376297836154643517289975368412364125798812749635459671823126983547738254961,True,581492376297836154643517289975368412364125798812749635459671823126983547738254961
2023-11-19,21:24:55,R&B,730400050900307106540000090609080004475002903000074605860040002002800070304700861,736491258928357146541268397619583724475612983283974615867149532152836479394725861,True,736491258928357146541268397619583724475612983283974615867149532152836479394725861
2023-11-19,21:24:55,R&B,094200008100000236623000000200064090000083060000105080000000079905308000010079800,794236518158497236623851947281764395547983162369125784836512479975348621412679853,True,794236518158497236623851947281764395547983162369125784836512479975348621412679853
2023-11-19,21:24:55,R&B,410008207009132000000409130000200908940010600821000054002905000598020460304000000,413568297759132846286479135637254918945813672821796354162945783598327461374681529,True,413568297759132846286479135637254918945813672821796354162945783598327461374681529
2023-11-19,21:24:55,R&B,000530209385602000000040800039080000800257000000319086000000520078000601006000000,741538269385692174692741835139486752864257913257319486913864527578923641426175398,True,741538269385692174692741835139486752864257913257319486913864527578923641426175398
2023-11-19,21:24:55,R&B,760085904000700003389240157038009070097500080050070019600420008900600001042907036,761385924524791863389246157238169475197534682456872319615423798973658241842917536,True,761385924524791863389246157238169475197534682456872319615423798973658241842917536
2023-11-19,21:24:55,R&B,605000478090007651070006032032070094000000080001930007700403010300069020089000306,625391478493287651178546932532678194967154283841932567756423819314869725289715346,True,625391478493287651178546932532678194967154283841932567756423819314869725289715346
2023-11-19,21:24:55,R&B,859102046024053709630840105570286900968004250000005861086030500290560070705428693,859172346124653789637849125571286934968314257342795861486937512293561478715428693,True,859172346124653789637849125571286934968314257342795861486937512293561478715428693
2023-11-19,21:24:55,R&B,600000235070602400000803100020017904807005001001080500000031049008064003340090002,684179235173652498259843176526317984897425361431986527762531849918264753345798612,True,684179235173652498259843176526317984897425361431986527762531849918264753345798612
2023-11-19,21:24:55,R&B,001390070902570340087400609208900460140000208000042017006000730729604000800107020,451396872962578341387421659278915463145763298693842517516289734729634185834157926,True,451396872962578341387421659278915463145763298693842517516289734729634185834157926
2023-11-19,21:24:55,R&B,520010000309700516147560039000890107092030040700020390004681050908000061610904702,526319874389742516147568239435896127892137645761425398274681953958273461613954782,True,526319874389742516147568239435896127892137645761425398274681953958273461613954782
2023-11-19,21:24:55,R&B,792651800548372619030498527017830960600120004304009200900200030403005100801943756,792651843548372619136498527217834965659127384384569271975216438463785192821943756,True,792651843548372619136498527217834965659127384384569271975216438463785192821943756
2023-11-19,21:24:55,R&B,000509872008000140600410009904105000700000000000003060810040000079830025000950001,341569872598372146627418359964185237753624918182793564815246793479831625236957481,True,341569872598372146627418359964185237753624918182793564815246793479831625236957481
2023-11-19,21:24:55,R&B,700900500300500210805000437010000790003287000000000600600100302000002000230050040,721943586346578219895621437412365798963287154587419623658194372174832965239756841,True,721943586346578219895621437412365798963287154587419623658194372174832965239756841
2023-11-19,21:24:55,R&B,050000210020009600130500970503004160607901380000300509000090020200106890960002751,459673218728419635136528974593284167647951382812367549381795426275146893964832751,True,459673218728419635136528974593284167647951382812367549381795426275146893964832751
2023-11-19,21:24:55,R&B,000246000000500000020091300000017005061900000070385109986000000010000640005100938,357246891194538276628791354839617425561924783472385169986473512213859647745162938,True,357246891194538276628791354839617425561924783472385169986473512213859647745162938
2023-11-19,21:24:55,R&B,027350061500260783063170090036542918049083605050600307300906074002037056670025109,827359461591264783463178592736542918149783625258691347385916274912437856674825139,True,827359461591264783463178592736542918149783625258691347385916274912437856674825139
2023-11-19,21:24:55,R&B,300047201000008090978132654003716020517020000009050070705680002802470935134295067,356947281241568793978132654483716529517829346629354178795683412862471935134295867,True,356947281241568793978132654483716529517829346629354178795683412862471935134295867
2023-11-19,21:24:55,R&B,900005600053006400420310805680002074300009500205030008700298156092401000008503209,971845632853926417426317895689152374347689521215734968734298156592461783168573249,True,971845632853926417426317895689152374347689521215734968734298156592461783168573249
2023-11-19,21:24:55,R&B,000000004079400506000803010512080009000000020087040060705100243001034658804062090,128659734379421586456873912512386479643917825987245361765198243291734658834562197,True,128659734379421586456873912512386479643917825987245361765198243291734658834562197
2023-11-19,21:24:55,R&B,073500624604073089582904037100306458800420073009005261765030802398642715000857006,973518624614273589582964137127396458856421973439785261765139842398642715241857396,True,973518624614273589582964137127396458856421973439785261765139842398642715241857396
2023-11-19,21:24:55,R&B,107008350000003709340000200500000070600920480804006000050092840400710930000380027,197268354268453719345179268529841673631927485874536192753692841482715936916384527,True,197268354268453719345179268529841673631927485874536192753692841482715936916384527
2023-11-19,21:24:55,R&B,003726905500000324209405000340650070106374000075012040900067450050103290000500738,483726915567891324219435867342658179196374582875912643938267451754183296621549738,True,483726915567891324219435867342658179196374582875912643938267451754183296621549738
2023-11-19,21:24:55,R&B,018300042030080109640102038020030800800409570500010904307040065250700390006200087,918375642732684159645192738429537816861429573573816924387941265254768391196253487,True,918375642732684159645192738429537816861429573573816924387941265254768391196253487
2023-11-19,21:24:55,R&B,000007020000600379003020000490758000300160400080400700040006253018200007602509040,859347126124685379763921584491758632375162498286493715947816253518234967632579841,True,859347126124685379763921584491758632375162498286493715947816253518234967632579841
2023-11-19,21:24:55,R&B,300501000812904706000007309003608001008003600167240000700390104031005960096072030,379561248812934756654827319923658471548713692167249583785396124231485967496172835,True,379561248812934756654827319923658471548713692167249583785396124231485967496172835
2023-11-19,21:24:55,R&B,030980571908700403005000829306005002040300096100000000093070000007530200000800000,634982571928751463715643829376495182542318796189267345293174658867539214451826937,True,634982571928751463715643829376495182542318796189267345293174658867539214451826937
2023-11-19,21:24:55,R&B,840690207000401000931020000700000401054309000003000006020006800010000500098700004,845693217672451389931827645769285431154369728283174956427516893316948572598732164,True,845693217672451389931827645769285431154369728283174956427516893316948572598732164
2023-11-19,21:24:55,R&B,000548300256973010308000507520090180910402700867301429005124970172809605409065201,791548362256973814348216597524697183913482756867351429635124978172839645489765231,True,791548362256973814348216597524697183913482756867351429635124978172839645489765231
2023-11-19,21:24:55,R&B,000860023060000840208419670001086002005040000680000100870050309000000000396070050,417865923569732841238419675741986532925143786683527194872654319154398267396271458,True,417865923569732841238419675741986532925143786683527194872654319154398267396271458
2023-11-19,21:24:55,R&B,500900000020000060900004820053810004100207605200605038740008050302051400060090710,518926347427183569936574821653819274184237695279645138741368952392751486865492713,True,518926347427183569936574821653819274184237695279645138741368952392751486865492713
2023-11-19,21:24:55,R&B,005800126286050974401920538508360200600490850314285060749508610162700385803000490,935874126286153974471926538598367241627491853314285769749538612162749385853612497,True,935874126286153974471926538598367241627491853314285769749538612162749385853612497
2023-11-19,21:24:55,R&B,000002540097036000085704000002407053000065900050300700976803002320049005000270300,613982547497536281285714639862497153734165928159328764976853412321649875548271396,True,613982547497536281285714639862497153734165928159328764976853412321649875548271396
2023-11-19,21:24:55,R&B,200605090000070500060009803090050032008000604057060000640030000900000008003002000,234685197819473526765129843496851732128397654357264981641938275972546318583712469,True,234685197819473526765129843496851732128397654357264981641938275972546318583712469
2023-11-19,21:24:55,R&B,900080204002500936640070518009720001034008092200000300300207000400009023027000060,915386274872541936643972518569723481734158692281694357398267145456819723127435869,True,915386274872541936643972518569723481734158692281694357398267145456819723127435869
2023-11-19,21:24:55,R&B,000400608000006005780009300060103020070908006300060700000890012900000000508000007,295431678143786295786529341869173524472958136351264789637895412924617853518342967,True,295431678143786295786529341869173524472958136351264789637895412924617853518342967
2023-11-19,21:24:55,R&B,000259000000003905705004000510006790362507014479000002001002049043061070987300020,136259487824713965795684231518426793362597814479138652651872349243961578987345126,True,136259487824713965795684231518426793362597814479138652651872349243961578987345126
2023-11-19,21:24:55,R&B,000400263732000091900000000800002314025934700043008900070000605001309040006725030,518497263732586491964213578897652314125934786643178952379841625251369847486725139,True,518497263732586491964213578897652314125934786643178952379841625251369847486725139
2023-11-19,21:24:55,R&B,610000007350000190470100006067501009005060701134809600003604010000390260800210470,612943587358726194479158326267531849985462731134879652723684915541397268896215473,True,612943587358726194479158326267531849985462731134879652723684915541397268896215473
2023-11-19,21:24:55,R&B,036000107000030000518907004053600018004050000870140035081095700005003900702800040,936284157427531896518967324253679418164358279879142635381495762645723981792816543,True,936284157427531896518967324253679418164358279879142635381495762645723981792816543
2023-11-19,21:24:55,R&B,090175003200000800007802195000706950400589300050301080004290700801007030709010048,698175423215934876347862195183726954476589312952341687534298761861457239729613548,True,698175423215934876347862195183726954476589312952341687534298761861457239729613548
2023-11-19,21:24:55,R&B,060000900070020000810090030000305081300000072007800000701008300026009708000760000,263481957479523816815697234692375481384916572157842693741258369526139748938764125,True,263481957479523816815697234692375481384916572157842693741258369526139748938764125
2023-11-19,21:24:55,R&B,890010352452000090060520007000192700015600900000003000904300010503001600120900500,897416352452837196361529487638192745715684923249753861974365218583241679126978534,True,897416352452837196361529487638192745715684923249753861974365218583241679126978534
2023-11-19,21:24:55,R&B,080600000240307000096840000950070406030000095020069870062008009003950020070106304,381695742245317968796842531958273416637481295124569873462738159813954627579126384,True,381695742245317968796842531958273416637481295124569873462738159813954627579126384
2023-11-19,21:24:55,R&B,040000003006020450239058017010600090860093000092170000003010800900000072621007000,548761923176329458239458617317684295865293741492175386753912864984536172621847539,True,548761923176329458239458617317684295865293741492175386753912864984536172621847539
2023-11-19,21:24:55,R&B,006030500402910630903005000700003905008000060309800470847290300005307040200500700,186734529452918637973625814724163985518479263369852471847291356695387142231546798,True,186734529452918637973625814724163985518479263369852471847291356695387142231546798
2023-11-19,21:24:55,R&B,000800021700902030003000590600080005080405060001070308005100003047608150000520679,459863721716952834823741596674389215382415967591276348265197483947638152138524679,True,459863721716952834823741596674389215382415967591276348265197483947638152138524679
2023-11-19,21:24:55,R&B,004090130000800456200000000003908000000460009800003000306700021700021500010650003,684597132971832456235146798563918247127465389849273615356784921798321564412659873,True,684597132971832456235146798563918247127465389849273615356784921798321564412659873
2023-11-19,21:24:55,R&B,000070830048005610063041092080010049024768050000000000031080005570090483802000170,159276834248935617763841592687513249924768351315429768431687925576192483892354176,True,159276834248935617763841592687513249924768351315429768431687925576192483892354176
2023-11-19,21:24:55,R&B,169230000003100050758090020071300080302000006805620704030000860207560390000080047,169235478423178659758496123671349582342857916895621734934712865287564391516983247,True,169235478423178659758496123671349582342857916895621734934712865287564391516983247
2023-11-19,21:24:55,R&B,010060078000821004400500012000050460000206000706300080390000705000003120672005009,215469378937821654468537912129758463843216597756394281391682745584973126672145839,True,215469378937821654468537912129758463843216597756394281391682745584973126672145839
2023-11-19,21:24:55,R&B,600703920200105040480692300700004060100030502598000034800016495960070010350009000,615743928239185647487692351723854169146937582598261734872316495964578213351429876,True,615743928239185647487692351723854169146937582598261734872316495964578213351429876
2023-11-19,21:24:55,R&B,617030008200604170000000002560870024421050807070026000758000006036900240002503700,617235498285694173394718652569871324421359867873426519758142936136987245942563781,True,617235498285694173394718652569871324421359867873426519758142936136987245942563781
2023-11-19,21:24:55,R&B,800927310000604000907315000210008000638090045005163002080000700100009030000836501,856927314321684957947315286219458673638792145475163892583241769162579438794836521,True,856927314321684957947315286219458673638792145475163892583241769162579438794836521
2023-11-19,21:24:55,R&B,071000830000720649060500721480073100010005000002006098000309060397062000006107000,271694835835721649964538721489273156613985472752416398148359267397862514526147983,True,271694835835721649964538721489273156613985472752416398148359267397862514526147983
2023-11-19,21:24:55,R&B,000708620180200905062000001040890003001602000308041290009400100623000809710086352,935718624187264935462359781246897513591632478378541296859423167623175849714986352,True,935718624187264935462359781246897513591632478378541296859423167623175849714986352
2023-11-19,21:24:55,R&B,040000800000060050009871604004785090075009300200400700980240531710036000050090070,647952813821364957539871624364785192175629348298413765986247531712536489453198276,True,647952813821364957539871624364785192175629348298413765986247531712536489453198276
2023-11-19,21:24:55,R&B,701250806805000403002038507140003780376500041250071039580002164610045970900010050,731254896895167423462938517149623785376589241258471639587392164613845972924716358,True,731254896895167423462938517149623785376589241258471639587392164613845972924716358
2023-11-19,21:24:55,R&B,801006000065100708003580100480000301000020905079060040027609500608207410900013000,891736254265194738743582196482975361316428975579361842127649583638257419954813627,True,891736254265194738743582196482975361316428975579361842127649583638257419954813627
2023-11-19,21:24:55,R&B,610435000500000063200000574002049010960008020000050700100580097495007006800904001,617435982549872163238691574752349618964718325381256749126583497495127836873964251,True,617435982549872163238691574752349618964718325381256749126583497495127836873964251
2023-11-19,21:24:55,R&B,008439210270801090300057060560700000103500080807310605085000100900000472721603050,658439217274861593319257864562798341143526789897314625485972136936185472721643958,True,658439217274861593319257864562798341143526789897314625485972136936185472721643958
2023-11-19,21:24:55,R&B,805320000000000007204608500009065300000240005000009000000970080980000030407003002,815327469693514827274698513129765348738241695546839271352976184981452736467183952,True,815327469693514827274698513129765348738241695546839271352976184981452736467183952
2023-11-19,21:24:55,R&B,300500781009670040045803069070006504090000120050080000430000800086000003000300607,362594781819672345745813269178926534694735128253481976437169852986257413521348697,True,362594781819672345745813269178926534694735128253481976437169852986257413521348697
2023-11-19,21:24:55,R&B,270800090604050780895417002510080003069001208382940000106028079053004820028076104,271863495634259781895417362517682943469731258382945617146328579753194826928576134,True,271863495634259781895417362517682943469731258382945617146328579753194826928576134
2023-11-19,21:24:55,R&B,060140802314200000250370000006010728020680050000520061740039605195002080003701009,967145832314298576258376194536914728421687953879523461742839615195462387683751249,True,967145832314298576258376194536914728421687953879523461742839615195462387683751249
2023-11-19,21:24:55,R&B,800127465051000007472586903517034098068700530000608201106490782780300140024801300,893127465651943827472586913517234698268719534349658271136495782785362149924871356,True,893127465651943827472586913517234698268719534349658271136495782785362149924871356
2023-11-19,21:24:55,R&B,200086501000000840980004267700063004008400002401007000000301008103748000040005070,274986531316572849985134267752863914638419752491257386567391428123748695849625173,True,274986531316572849985134267752863914638419752491257386567391428123748695849625173
2023-11-19,21:24:55,R&B,903800410010090825280047600031000986090008200070060003106789304009014000748356190,963825417417693825285147639531472986694538271872961543126789354359214768748356192,True,963825417417693825285147639531472986694538271872961543126789354359214768748356192
2023-11-19,21:24:55,R&B,710030602943256870800000340582017963104005708067002504039521080051000236070003000,715834692943256871826179345582417963194365728367982514639521487451798236278643159,True,715834692943256871826179345582417963194365728367982514639521487451798236278643159
2023-11-19,21:24:55,R&B,700320081065407320382091406047839050000000690001002840500908000419250768238064005,794326581165487329382591476647839152823145697951672843576918234419253768238764915,True,794326581165487329382591476647839152823145697951672843576918234419253768238764915
2023-11-19,21:24:55,R&B,050920043309084061400003800001809000504617028080300406893005174705408630246031500,158926743379584261462173895621849357534617928987352416893265174715498632246731589,True,158926743379584261462173895621849357534617928987352416893265174715498632246731589
2023-11-19,21:24:55,R&B,004062890003840000086300000475203160800650030069174500031000000507400308000007001,154762893923845716786391245475283169812659437369174582631528974597416328248937651,True,154762893923845716786391245475283169812659437369174582631528974597416328248937651
2023-11-19,21:24:55,R&B,000050062007300058015706300003060007500800004000120080024010070070608000600009401,839451762467392158215786349183964527592837614746125983924513876371648295658279431,True,839451762467392158215786349183964527592837614746125983924513876371648295658279431
2023-11-19,21:24:55,R&B,032040700075000084608070090006030905200000060003084100401003600007020508050160402,132948756975316284648572391786231945214795863593684127421853679367429518859167432,True,132948756975316284648572391786231945214795863593684127421853679367429518859167432
2023-11-19,21:24:55,R&B,026000904800706102509142600000204391730809420490010060007953800080600037005000009,126538974843796152579142683658274391731869425492315768217953846984621537365487219,True,126538974843796152579142683658274391731869425492315768217953846984621537365487219
2023-11-19,21:24:55,R&B,000300075100007402857420090080002063001003000006875219700500930430009601000000000,624398175193657482857421396589142763271963854346875219762514938435789621918236547,True,624398175193657482857421396589142763271963854346875219762514938435789621918236547
2023-11-19,21:24:55,R&B,000680130000000029107024000001063000068410970403800210000570090005040302840200700,254689137386157429197324685921763548568412973473895216632571894715948362849236751,True,254689137386157429197324685921763548568412973473895216632571894715948362849236751
2023-11-19,21:24:55,R&B,000007063007130004200806017703400698420600000608309040190500030502000080000060159,841297563967135824235846917753421698429658371618379245196584732572913486384762159,True,841297563967135824235846917753421698429658371618379245196584732572913486384762159
2023-11-19,21:24:55,R&B,030050649100089035509004018008000000004010090300008006700062001002005360690000080,837251649146789235529634718958326174264517893371948526783462951412895367695173482,True,837251649146789235529634718958326174264517893371948526783462951412895367695173482
2023-11-19,21:24:55,R&B,030705002719000000000096071040103005860940700090060020000004360984030057306059000,638715942719428536452396871247183695865942713193567428521874369984631257376259184,True,638715942719428536452396871247183695865942713193567428521874369984631257376259184
2023-11-19,21:24:55,R&B,201003047007080092000701806000004980000500703006018000605239408820156370000007025,281963547367485192459721836532674981148592763796318254675239418824156379913847625,True,281963547367485192459721836532674981148592763796318254675239418824156379913847625
2023-11-19,21:24:55,R&B,957803406020690300830204719049300072375000100008705963003109050400000631501430800,957813426124697385836254719649381572375926148218745963783169254492578631561432897,True,957813426124697385836254719649381572375926148218745963783169254492578631561432897
2023-11-19,21:24:55,R&B,600080300000017406734060018090600507200873094800500000009200001428150000010040900,651482379982317456734965218193624587265873194847591632579236841428159763316748925,True,651482379982317456734965218193624587265873194847591632579236841428159763316748925
2023-11-19,21:24:55,R&B,000900205000500061900010730490250803000789500708030029231040000009000002004092000,163974285847523961925618734496251873312789546758436129231845697589367412674192358,True,163974285847523961925618734496251873312789546758436129231845697589367412674192358
2023-11-19,21:24:55,R&B,009600070060700938004098062032970016006000050000200304001400723740006080908037005,389652471265741938174398562532974816496813257817265394651489723743526189928137645,True,389652471265741938174398562532974816496813257817265394651489723743526189928137645
2023-11-19,21:24:55,R&B,184096003020170048705384190002510067001920304950040280008001700500839000000702809,184296573329175648765384192842513967671928354953647281298461735517839426436752819,True,184296573329175648765384192842513967671928354953647281298461735517839426436752819
2023-11-19,21:24:55,R&B,107605249802300000000710300683000902020806570045009806000003600570061083300000127,137685249852394761496712358683547912921836574745129836218473695579261483364958127,True,137685249852394761496712358683547912921836574745129836218473695579261483364958127
2023-11-19,21:24:55,R&B,000005080700060009090034061021508403000109700070306015860407000030002058000000600,146295387753861249298734561621578493385149726974326815869457132437612958512983674,True,146295387753861249298734561621578493385149726974326815869457132437612958512983674
2023-11-19,21:24:55,R&B,213908700850100003090034120532401690179200800400300050040000006001800470028640509,213968745854127963697534128532481697179256834486379251945712386361895472728643519,True,213968745854127963697534128532481697179256834486379251945712386361895472728643519
2023-11-19,21:24:55,R&B,100400059040300001830010007060803705400002030000900000580030070000000210010007008,126478359947325681835619427261843795498752136753961842582136974679584213314297568,True,126478359947325681835619427261843795498752136753961842582136974679584213314297568
2023-11-19,21:24:55,R&B,386150904009680503510300000008593000093708256100046090760000439840030621000461005,386152974279684513514379862628593147493718256157246398761825439845937621932461785,True,386152974279684513514379862628593147493718256157246398761825439845937621932461785
